"6","ART-400","Agile Team 700","PI-1902","50","32","71","60","54","29","296"
"7","ART-400","Agile Team 700","PI-1902","43","29","42","21","55","49","239"
"8","ART-400","Agile Team 700","PI-1902","80","71","24","53","9","21","258"
"9","ART-400","Agile Team 700","PI-1902","60","65","67","70","72","72","406"
"10","ART-400","Agile Team 700","PI-1902","50","52","54","56","58","60","330"
"11","ART-400","Agile Team 700","PI-1902","52","56","58","60","62","64","352"
"12","ART-400","Agile Team 701","PI-1902","13","29","30","35","34","49","190"
"13","ART-400","Agile Team 701","PI-1902","61","25","35","41","66","71","299"
"14","ART-400","Agile Team 701","PI-1902","30","32","33","63","18","79","255"
"15","ART-400","Agile Team 701","PI-1902","8","38","79","16","20","75","236"
"16","ART-400","Agile Team 701","PI-1902","10","19","40","34","53","68","224"
"17","ART-400","Agile Team 701","PI-1902","21","27","12","60","19","15","154"
"18","ART-401","Agile Team 702","PI-1905","90","16","36","58","20","20","240"
"19","ART-401","Agile Team 702","PI-1905","26","40","17","13","30","67","193"
"20","ART-401","Agile Team 702","PI-1905","63","46","71","65","73","60","378"
"21","ART-401","Agile Team 702","PI-1905","20","11","75","14","71","44","235"
"22","ART-401","Agile Team 702","PI-1905","48","29","13","49","50","64","253"
"23","ART-401","Agile Team 702","PI-1905","32","45","31","77","75","70","330"
"24","ART-401","Agile Team 703","PI-1905","59","65","61","36","57","66","344"
"25","ART-401","Agile Team 703","PI-1905","17","10","54","36","55","11","183"
"26","ART-401","Agile Team 703","PI-1905","79","42","19","23","12","14","189"
"27","ART-401","Agile Team 703","PI-1905","58","76","34","12","54","77","311"
"28","ART-401","Agile Team 703","PI-1905","63","40","28","43","28","62","264"
"29","ART-401","Agile Team 703","PI-1905","3","64","12","26","70","65","240"
"30","ART-402","Agile Team 704","PI-1905","38","37","16","25","23","57","196"
"31","ART-402","Agile Team 704","PI-1905","39","24","11","47","60","51","232"
"32","ART-402","Agile Team 704","PI-1905","48","55","25","15","76","48","267"
"33","ART-402","Agile Team 704","PI-1905","15","21","36","38","58","34","202"
"34","ART-402","Agile Team 704","PI-1905","19","10","50","64","79","52","274"
"35","ART-402","Agile Team 704","PI-1905","30","53","36","20","12","51","202"
"36","ART-403","Agile Team 705","PI-1908","58","27","58","74","73","77","367"
"37","ART-403","Agile Team 705","PI-1908","25","17","32","23","10","51","158"
"38","ART-403","Agile Team 705","PI-1908","10","66","56","45","27","32","236"
"39","ART-403","Agile Team 705","PI-1908","59","29","35","16","14","53","206"
"40","ART-403","Agile Team 705","PI-1908","18","39","66","16","12","58","209"
"41","ART-403","Agile Team 705","PI-1908","29","56","65","32","67","16","265"
"42","ART-403","Agile Team 706","PI-1911","30","57","18","48","69","68","290"
"43","ART-403","Agile Team 706","PI-1911","16","71","27","28","34","79","255"
"44","ART-403","Agile Team 706","PI-1911","17","56","46","20","69","37","245"
"45","ART-403","Agile Team 706","PI-1911","47","32","54","20","73","63","289"
"46","ART-403","Agile Team 706","PI-1911","34","70","46","72","43","63","328"
"47","ART-403","Agile Team 706","PI-1911","18","52","38","70","68","57","303"
"48","ART-403","Agile Team 707","PI-1911","54","67","52","29","77","79","358"
"49","ART-403","Agile Team 707","PI-1911","21","12","39","66","58","32","228"
"50","ART-403","Agile Team 707","PI-1911","16","62","55","38","64","42","277"
"51","ART-403","Agile Team 707","PI-1911","58","63","20","30","23","65","259"
"52","ART-403","Agile Team 707","PI-1911","47","65","16","47","16","50","241"
"53","ART-403","Agile Team 707","PI-1911","20","27","25","19","37","28","156"
"54","ART-403","Agile Team 708","PI-2002","44","41","49","65","47","51","297"
"55","ART-403","Agile Team 708","PI-2002","13","17","17","33","53","17","150"
"56","ART-403","Agile Team 708","PI-2002","38","26","32","34","79","40","249"
"57","ART-403","Agile Team 708","PI-2002","15","10","43","62","12","58","200"
"58","ART-403","Agile Team 708","PI-2002","54","33","37","23","37","25","209"
"59","ART-403","Agile Team 708","PI-2002","60","17","44","54","36","21","232"
"60","ART-404","Agile Team 709","PI-2002","55","11","27","44","43","21","201"
"61","ART-404","Agile Team 709","PI-2002","42","54","12","77","23","60","268"
"62","ART-404","Agile Team 709","PI-2002","14","65","17","78","33","43","250"
"63","ART-404","Agile Team 709","PI-2002","47","32","46","10","76","16","227"
"64","ART-404","Agile Team 709","PI-2002","15","69","15","75","14","22","210"
"65","ART-404","Agile Team 709","PI-2002","52","74","51","45","48","48","318"
"66","ART-405","Agile Team 710","PI-2005","51","73","29","28","28","41","250"
"67","ART-405","Agile Team 710","PI-2005","32","72","38","54","69","24","289"
"68","ART-405","Agile Team 710","PI-2005","24","18","17","15","29","11","114"
"69","ART-405","Agile Team 710","PI-2005","19","10","23","52","26","35","165"
"70","ART-405","Agile Team 710","PI-2005","28","56","56","62","11","23","236"
"71","ART-405","Agile Team 710","PI-2005","31","23","39","39","63","15","210"
"72","ST-100","Agile Release Train  400 (ST100)","PI-2005","36","42","60","78","15","35","266"
"73","ST-100","Agile Release Train  400 (ST100)","PI-2005","27","36","51","14","57","41","226"
"74","ST-100","Agile Release Train  400 (ST100)","PI-2005","46","40","43","15","73","53","270"
"75","ST-100","Agile Release Train  400 (ST100)","PI-2005","21","38","32","39","49","36","215"
"76","ST-100","Agile Release Train  400 (ST100)","PI-2005","14","69","66","48","47","38","282"
"77","ST-100","Agile Release Train  400 (ST100)","PI-2005","25","50","45","52","69","50","291"
"78","ST-100","Agile Release Train  401 (ST100)","PI-2005","49","70","49","19","79","13","279"
"79","ST-100","Agile Release Train  401 (ST100)","PI-2005","33","58","39","67","44","56","297"
"80","ST-100","Agile Release Train  401 (ST100)","PI-2005","69","61","41","41","57","47","316"
"81","ST-100","Agile Release Train  401 (ST100)","PI-2005","26","59","57","78","46","46","312"
"82","ST-100","Agile Release Train  401 (ST100)","PI-2005","52","34","40","69","58","24","277"
"83","ST-100","Agile Release Train  401 (ST100)","PI-2005","10","76","31","52","27","21","217"
"84","ST-100","Agile Release Train  402 (ST100)","PI-2008","61","63","27","78","64","37","330"
"85","ST-100","Agile Release Train  402 (ST100)","PI-2008","11","76","21","35","71","41","255"
"86","ST-100","Agile Release Train  402 (ST100)","PI-2008","61","17","27","18","76","36","235"
"87","ST-100","Agile Release Train  402 (ST100)","PI-2008","32","62","55","24","51","58","282"
"88","ST-100","Agile Release Train  402 (ST100)","PI-2008","65","16","66","37","43","54","281"
"89","ST-100","Agile Release Train  402 (ST100)","PI-2008","31","73","78","30","58","29","299"
"90","ST-100","Agile Release Train  403 (ST100)","PI-2011","16","44","29","17","74","74","254"
"91","ST-100","Agile Release Train  403 (ST100)","PI-2011","64","21","53","51","76","69","334"
"92","ST-100","Agile Release Train  403 (ST100)","PI-2011","50","71","75","10","22","24","252"
"93","ST-100","Agile Release Train  403 (ST100)","PI-2011","56","16","39","34","16","34","195"
"94","ST-100","Agile Release Train  403 (ST100)","PI-2011","60","26","36","36","14","54","226"
"95","ST-100","Agile Release Train  403 (ST100)","PI-2011","35","37","64","62","64","78","340"
"96","ST-100","Agile Release Train  404 (ST100)","PI-2012","63","57","65","46","62","31","324"
"97","ST-100","Agile Release Train  404 (ST100)","PI-2012","50","49","28","33","42","43","245"
"98","ST-100","Agile Release Train  404 (ST100)","PI-2012","38","14","40","50","30","49","221"
"99","ST-100","Agile Release Train  404 (ST100)","PI-2012","42","72","49","68","71","67","369"
"100","ST-100","Agile Release Train  404 (ST100)","PI-2012","40","22","35","60","73","24","254"
"101","ST-100","Agile Release Train  404 (ST100)","PI-2012","14","15","36","73","65","45","248"
"102","ST-100","Agile Release Train  405 (ST100) XYZ","PI-2102","54","79","57","48","22","41","301"
"103","ST-100","Agile Release Train  405 (ST100) XYZ","PI-2102","39","12","66","32","69","46","264"
"104","ST-100","Agile Release Train  405 (ST100) XYZ","PI-2102","51","27","15","10","20","19","142"
"105","ST-100","Agile Release Train  405 (ST100) XYZ","PI-2102","11","59","10","27","48","31","186"
"106","ST-100","Agile Release Train  405 (ST100) XYZ","PI-2102","55","61","75","50","40","17","298"
"107","ST-100","Agile Release Train  405 (ST100) XYZ","PI-2102","46","11","72","41","45","67","282"
"108","ST-200","Agile Release Train  500 (ST200)","PI-1902","54","72","44","72","44","29","315"
"109","ST-200","Agile Release Train  500 (ST200)","PI-1902","61","25","59","14","24","44","227"
"110","ST-200","Agile Release Train  500 (ST200)","PI-1902","40","51","60","44","11","60","266"
"111","ST-200","Agile Release Train  500 (ST200)","PI-1902","45","65","50","12","17","11","200"
"112","ST-200","Agile Release Train  500 (ST200)","PI-1902","37","66","42","38","26","48","257"
"113","ST-200","Agile Release Train  500 (ST200)","PI-1902","58","45","63","39","35","44","284"
"114","ST-200","Agile Release Train  501 (ST200)","PI-1902","11","72","53","14","70","57","277"
"115","ST-200","Agile Release Train  501 (ST200)","PI-1902","45","42","53","19","57","56","272"
"116","ST-200","Agile Release Train  501 (ST200)","PI-1902","69","21","11","40","16","37","194"
"117","ST-200","Agile Release Train  501 (ST200)","PI-1902","47","63","68","38","50","39","305"
"118","ST-200","Agile Release Train  501 (ST200)","PI-1902","37","22","23","31","68","28","209"
"119","ST-200","Agile Release Train  501 (ST200)","PI-1902","21","30","79","46","11","28","215"
"120","ST-200","Agile Release Train  502 (ST200)","PI-1905","28","27","68","12","79","39","253"
"121","ST-200","Agile Release Train  502 (ST200)","PI-1905","29","77","64","44","17","60","291"
"122","ST-200","Agile Release Train  502 (ST200)","PI-1905","34","77","26","19","32","31","219"
"123","ST-200","Agile Release Train  502 (ST200)","PI-1905","21","29","41","10","38","21","160"
"124","ST-200","Agile Release Train  502 (ST200)","PI-1905","41","54","15","33","16","24","183"
"125","ST-200","Agile Release Train  502 (ST200)","PI-1905","53","43","68","36","59","30","289"
"126","ST-200","Agile Release Train  503 (ST200)","PI-1905","63","34","26","77","66","35","301"
